target,mae,rmse
next_TS_PCT,0.021483684108394678,0.027210172906506545
next_USG_PCT,0.023618161729804615,0.03171101212421151
next_actual_points_per_shot,0.04446260109075401,0.057086759060530366
next_league_expected_pps,0.027074990613658922,0.03493807381136363
next_player_expected_pps,0.03585507847909506,0.045180271443163694
next_shot_making_per_100,4.016064590749182,5.380431649655561
next_player_adjusted_edge_per_100,3.327459008800765,3.8452130685973187
